time,34420a_volt,TMP117_room_temp
1733054481.5842357,+5.61100000E-08,19.38
1733054486.869997,+5.12400000E-08,19.39
1733054492.1560168,+5.18600000E-08,19.38
1733054497.4417493,+5.35800000E-08,19.39
1733054502.727551,+5.61400000E-08,19.39
1733054508.0131378,+5.44700000E-08,19.38
1733054513.2989655,+5.21100000E-08,19.38
1733054518.584918,+5.31300000E-08,19.38
1733054523.8708787,+5.46400000E-08,19.39
1733054529.1569612,+5.45400000E-08,19.39
1733054534.443166,+5.30200000E-08,19.4
1733054539.728996,+5.38800000E-08,19.4
1733054545.0149505,+5.32000000E-08,19.4
1733054550.3009045,+5.29000000E-08,19.41
1733054555.5866127,+5.44900000E-08,19.4
1733054560.8726952,+5.30600000E-08,19.41
1733054566.1583934,+5.71200000E-08,19.41
1733054571.4443536,+5.54700000E-08,19.4
1733054576.729811,+5.33500000E-08,19.41
1733054582.0155146,+5.43100000E-08,19.41
1733054587.301094,+5.49000000E-08,19.41
1733054592.5868042,+5.58900000E-08,19.41
1733054597.8725038,+5.53400000E-08,19.41
1733054603.1582131,+5.64100000E-08,19.41
1733054608.4440417,+5.46400000E-08,19.41
1733054613.7298794,+5.36200000E-08,19.41
1733054619.0157044,+5.37100000E-08,19.41
1733054624.3014095,+5.70000000E-08,19.41
1733054629.5873644,+5.49200000E-08,19.42
1733054634.873324,+5.31500000E-08,19.42
1733054640.1592824,+5.43700000E-08,19.42
1733054645.445232,+5.49500000E-08,19.42
1733054650.7309139,+5.81600000E-08,19.42
1733054656.0170279,+5.69500000E-08,19.43
1733054661.302974,+5.30200000E-08,19.43
1733054666.5886834,+5.66900000E-08,19.43
1733054671.8748908,+5.24100000E-08,19.42
1733054677.1608508,+5.50100000E-08,19.42
1733054682.4466758,+5.35500000E-08,19.42
1733054687.7327564,+5.68200000E-08,19.44
1733054693.0187109,+5.39400000E-08,19.44
1733054698.3045378,+5.21200000E-08,19.44
1733054703.590751,+5.14900000E-08,19.44
1733054708.8767037,+5.42700000E-08,19.44
1733054714.162789,+5.23600000E-08,19.44
1733054719.4487417,+5.31000000E-08,19.44
1733054724.734949,+5.56600000E-08,19.45
1733054730.0211492,+5.30100000E-08,19.44
1733054735.3074849,+5.39900000E-08,19.44
1733054740.5937,+5.43600000E-08,19.45
1733054745.8799033,+5.39000000E-08,19.44
1733054751.1653552,+5.69800000E-08,19.44
1733054756.450935,+5.56000000E-08,19.45
1733054761.7362654,+5.59800000E-08,19.45
1733054767.0212214,+5.54000000E-08,19.44
1733054772.3064866,+5.75000000E-08,19.45
1733054777.5916328,+5.51800000E-08,19.45
1733054782.8774905,+5.47100000E-08,19.45
1733054788.1626682,+5.54900000E-08,19.45
1733054793.4477494,+5.75800000E-08,19.45
1733054798.7328322,+5.39500000E-08,19.45
1733054804.0180793,+5.40300000E-08,19.45
1733054809.3031168,+5.55100000E-08,19.45
1733054814.5884507,+5.59700000E-08,19.45
1733054819.8735597,+5.44800000E-08,19.45
1733054825.1586118,+5.56300000E-08,19.45
1733054830.4436908,+5.56200000E-08,19.45
1733054835.7288976,+5.24500000E-08,19.45
1733054841.0142746,+5.39700000E-08,19.45
1733054846.2994332,+5.45200000E-08,19.45
1733054851.5846372,+5.38600000E-08,19.46
1733054856.8700814,+5.10300000E-08,19.46
1733054862.155301,+5.15700000E-08,19.46
1733054867.4410107,+5.49900000E-08,19.46
1733054872.726079,+5.56700000E-08,19.46
1733054878.0112927,+5.35100000E-08,19.46
1733054883.2965004,+5.45300000E-08,19.47
1733054888.581958,+5.52500000E-08,19.47
1733054893.8670394,+5.50100000E-08,19.47
1733054899.1522455,+5.57300000E-08,19.47
1733054904.4374793,+5.35800000E-08,19.47
1733054909.7227757,+5.49700000E-08,19.47
1733054915.0081062,+5.39600000E-08,19.47
1733054920.293563,+5.41900000E-08,19.47
1733054925.5788956,+5.48000000E-08,19.47
1733054930.8646011,+5.18200000E-08,19.47
1733054936.149945,+5.23700000E-08,19.48
1733054941.4352632,+5.25200000E-08,19.48
1733054946.720593,+5.31800000E-08,19.48
1733054952.0058112,+5.41000000E-08,19.48
1733054957.291004,+5.38600000E-08,19.48
1733054962.576599,+5.29900000E-08,19.48
1733054967.8620188,+5.38200000E-08,19.48
1733054973.1473851,+5.46900000E-08,19.48
1733054978.4332013,+5.38100000E-08,19.48
1733054983.718409,+5.65500000E-08,19.48
1733054989.0041158,+5.71200000E-08,19.48
1733054994.2899356,+5.38300000E-08,19.48
1733054999.5754464,+5.57200000E-08,19.48
1733055004.8612394,+5.47600000E-08,19.48
1733055010.1469476,+5.39700000E-08,19.48
1733055015.432583,+5.34000000E-08,19.49
1733055020.7182207,+5.32000000E-08,19.49
1733055026.003558,+5.50500000E-08,19.49
1733055031.2890139,+5.29600000E-08,19.5
1733055036.5743742,+5.37600000E-08,19.49
1733055041.859873,+5.19900000E-08,19.5
1733055047.1454344,+5.43600000E-08,19.5
1733055052.4311175,+5.41300000E-08,19.5
1733055057.7166107,+5.63300000E-08,19.51
1733055063.00237,+5.33100000E-08,19.51
1733055068.287963,+5.00600000E-08,19.51
1733055073.5739474,+5.51700000E-08,19.51
1733055078.8593438,+5.29300000E-08,19.52
1733055084.1452851,+5.47500000E-08,19.52
1733055089.4309669,+5.50900000E-08,19.51
1733055094.7166526,+5.15500000E-08,19.51
1733055100.0023398,+5.60100000E-08,19.51
1733055105.288034,+5.43900000E-08,19.52
1733055110.573697,+5.63500000E-08,19.52
1733055115.8593524,+5.47100000E-08,19.52
1733055121.1452844,+5.47300000E-08,19.52
1733055126.4310997,+5.30400000E-08,19.52
1733055131.7167778,+5.29400000E-08,19.52
1733055137.0027103,+5.29800000E-08,19.52
1733055142.2885218,+5.41700000E-08,19.52
1733055147.574208,+5.21300000E-08,19.52
1733055152.8597708,+5.44800000E-08,19.52
1733055158.1453314,+5.60100000E-08,19.52
1733055163.430657,+5.66100000E-08,19.53
1733055168.7160985,+5.74900000E-08,19.53
1733055174.0016513,+5.55500000E-08,19.53
1733055179.2870927,+5.12000000E-08,19.53
1733055184.5729134,+5.16300000E-08,19.53
1733055189.8581674,+5.45700000E-08,19.53
1733055195.1436632,+5.59000000E-08,19.53
1733055200.4292126,+5.40400000E-08,19.54
1733055205.7146564,+5.59300000E-08,19.53
1733055210.9999695,+5.22000000E-08,19.54
1733055216.285159,+5.55100000E-08,19.53
1733055221.57047,+5.55600000E-08,19.54
1733055226.8560398,+5.53200000E-08,19.54
1733055232.1415129,+5.53400000E-08,19.54
1733055237.4271617,+5.41100000E-08,19.55
1733055242.712483,+5.43000000E-08,19.54
1733055247.9978824,+5.48400000E-08,19.54
1733055253.283617,+5.52100000E-08,19.55
1733055258.569305,+5.33800000E-08,19.54
1733055263.8546197,+5.46900000E-08,19.55
1733055269.1398125,+5.39000000E-08,19.55
1733055274.4253771,+5.43100000E-08,19.55
1733055279.7108173,+5.34300000E-08,19.55
1733055284.9960063,+5.25900000E-08,19.55
1733055290.2813249,+5.35100000E-08,19.55
1733055295.566637,+5.34500000E-08,19.55
1733055300.8522036,+5.36800000E-08,19.55
1733055306.137788,+5.41300000E-08,19.55
1733055311.4232185,+5.53800000E-08,19.55
1733055316.7087882,+5.30400000E-08,19.55
1733055321.9939718,+5.51100000E-08,19.55
1733055327.27954,+5.42300000E-08,19.55
1733055332.5653625,+5.28500000E-08,19.55
1733055337.850423,+5.44200000E-08,19.55
1733055343.1357398,+5.75400000E-08,19.56
1733055348.4211848,+5.46500000E-08,19.57
1733055353.7068803,+5.35200000E-08,19.57
1733055358.9924405,+5.23300000E-08,19.57
1733055364.2782624,+5.30100000E-08,19.57
1733055369.5638356,+5.61600000E-08,19.58
1733055374.8497977,+5.26700000E-08,19.58
1733055380.1351004,+5.55800000E-08,19.59
1733055385.4211607,+5.23600000E-08,19.58
1733055390.7068567,+5.48200000E-08,19.58
1733055395.992804,+5.39600000E-08,19.59
1733055401.278492,+5.44000000E-08,19.59
1733055406.5643148,+5.60600000E-08,19.59
1733055411.8497865,+5.43500000E-08,19.59
1733055417.1352017,+5.64200000E-08,19.59
1733055422.421321,+5.31700000E-08,19.59
1733055427.7067184,+5.29000000E-08,19.59
1733055432.9924052,+5.36400000E-08,19.59
1733055438.278103,+5.46400000E-08,19.59
1733055443.5640445,+5.45700000E-08,19.6
1733055448.850015,+5.57300000E-08,19.59
1733055454.1358147,+5.39000000E-08,19.59
1733055459.421632,+5.47900000E-08,19.6
1733055464.7073221,+5.41500000E-08,19.6
1733055469.993143,+5.32400000E-08,19.6
1733055475.2790916,+5.52900000E-08,19.6
1733055480.5649068,+5.35400000E-08,19.6
1733055485.8507302,+5.35100000E-08,19.61
1733055491.1366782,+5.47200000E-08,19.6
1733055496.4227433,+5.13300000E-08,19.6
1733055501.7088146,+5.28600000E-08,19.6
1733055506.9946918,+5.61700000E-08,19.61
1733055512.2805815,+5.57600000E-08,19.61
1733055517.5665212,+5.59000000E-08,19.61
1733055522.8525949,+5.48600000E-08,19.61
1733055528.138662,+5.64800000E-08,19.61
1733055533.4244893,+5.60700000E-08,19.61
1733055538.7104285,+5.51400000E-08,19.61
1733055543.9965098,+5.61100000E-08,19.61
1733055549.282452,+5.40700000E-08,19.61
1733055554.5683994,+5.44400000E-08,19.62
1733055559.853842,+5.32200000E-08,19.61
1733055565.1390412,+5.44000000E-08,19.61
1733055570.4243636,+5.57500000E-08,19.61
1733055575.7095575,+5.42000000E-08,19.61
1733055580.9948776,+5.52400000E-08,19.61
1733055586.2804484,+5.46900000E-08,19.62
1733055591.5654,+5.56800000E-08,19.62
1733055596.850842,+5.39900000E-08,19.62
1733055602.1362722,+5.12300000E-08,19.62
1733055607.4216177,+5.20500000E-08,19.62
1733055612.7074382,+5.45400000E-08,19.62
1733055617.9930077,+5.60900000E-08,19.62
1733055623.2783296,+5.52100000E-08,19.62
1733055628.5640228,+5.80800000E-08,19.63
1733055633.849555,+5.48100000E-08,19.63
1733055639.1349223,+5.51600000E-08,19.63
1733055644.4206161,+5.53800000E-08,19.62
1733055649.7056925,+5.69100000E-08,19.62
1733055654.9910116,+5.47200000E-08,19.63
1733055660.2767127,+5.35700000E-08,19.63
1733055665.5624063,+5.49400000E-08,19.63
1733055670.8481042,+5.54500000E-08,19.63
1733055676.1335607,+5.55800000E-08,19.63
1733055681.4191263,+5.76200000E-08,19.63
1733055686.7045696,+5.58900000E-08,19.63
1733055691.9900115,+5.40500000E-08,19.63
1733055697.275468,+5.46400000E-08,19.63
1733055702.560925,+5.47300000E-08,19.63
1733055707.846372,+5.22000000E-08,19.63
1733055713.1319401,+5.50800000E-08,19.63
1733055718.417392,+5.34300000E-08,19.63
1733055723.7030885,+5.58300000E-08,19.63
1733055728.9886575,+5.15200000E-08,19.64
1733055734.274285,+5.38500000E-08,19.64
1733055739.559807,+5.54300000E-08,19.64
1733055744.8458736,+5.36000000E-08,19.64
1733055750.131457,+5.53400000E-08,19.63
1733055755.4174044,+5.43500000E-08,19.64
1733055760.7028482,+5.60000000E-08,19.64
1733055765.988301,+5.40500000E-08,19.65
1733055771.273633,+5.41500000E-08,19.65
1733055776.5595787,+5.68800000E-08,19.65
1733055781.8450248,+5.31800000E-08,19.65
1733055787.1306064,+5.29300000E-08,19.66
1733055792.4163046,+5.64200000E-08,19.65
1733055797.7017531,+5.17200000E-08,19.65
1733055802.9873269,+5.40500000E-08,19.65
1733055808.2730215,+5.73300000E-08,19.66
1733055813.5585957,+5.37600000E-08,19.66
1733055818.8441718,+5.26900000E-08,19.66
1733055824.1300004,+5.63900000E-08,19.66
1733055829.4155679,+5.64400000E-08,19.66
1733055834.701504,+5.46900000E-08,19.66
1733055839.9872155,+5.39100000E-08,19.66
1733055845.2730432,+5.43800000E-08,19.67
1733055850.55887,+5.55700000E-08,19.66
1733055855.8448236,+5.51700000E-08,19.66
1733055861.1305168,+5.66800000E-08,19.67
1733055866.416217,+5.40700000E-08,19.67
1733055871.701919,+5.75900000E-08,19.67
1733055876.9876142,+5.48900000E-08,19.66
1733055882.2733176,+5.48200000E-08,19.67
1733055887.5590146,+5.75400000E-08,19.67
1733055892.8448448,+5.37400000E-08,19.67
1733055898.1303,+5.60200000E-08,19.68
1733055903.4161215,+5.00600000E-08,19.68
1733055908.7020311,+5.63500000E-08,19.67
1733055913.987644,+5.32200000E-08,19.68
1733055919.273221,+5.63900000E-08,19.68
1733055924.5587978,+5.48700000E-08,19.69
1733055929.844248,+5.48400000E-08,19.68
1733055935.129992,+5.31200000E-08,19.68
1733055940.4156454,+5.53200000E-08,19.69
1733055945.7015016,+5.66600000E-08,19.68
1733055950.9871747,+5.47400000E-08,19.69
1733055956.273121,+5.69800000E-08,19.69
1733055961.5588853,+5.23000000E-08,19.69
1733055966.844522,+5.22100000E-08,19.69
1733055972.130603,+5.49700000E-08,19.69
1733055977.416555,+5.22600000E-08,19.69
1733055982.7025027,+5.48700000E-08,19.69
1733055987.988587,+5.36400000E-08,19.69
1733055993.274339,+5.42700000E-08,19.69
1733055998.5601063,+5.25100000E-08,19.7
1733056003.845938,+5.46300000E-08,19.7
1733056009.1315112,+5.44500000E-08,19.7
1733056014.4170845,+5.30100000E-08,19.71
1733056019.7026632,+5.31900000E-08,19.7
1733056024.9882402,+5.41100000E-08,19.7
1733056030.2738147,+5.67200000E-08,19.71
1733056035.559519,+5.52500000E-08,19.71
1733056040.8449638,+5.55500000E-08,19.71
1733056046.1309226,+5.43500000E-08,19.71
1733056051.4164958,+5.59100000E-08,19.71
1733056056.7023766,+5.42000000E-08,19.71
1733056061.9880288,+5.73400000E-08,19.71
1733056067.2737255,+5.50800000E-08,19.72
1733056072.559532,+5.44600000E-08,19.72
1733056077.8451273,+5.42200000E-08,19.73
1733056083.1307127,+5.42300000E-08,19.72
1733056088.4164042,+5.46900000E-08,19.73
1733056093.7023587,+5.58000000E-08,19.73
1733056098.9881828,+5.42900000E-08,19.73
1733056104.2737374,+5.45700000E-08,19.73
1733056109.5595865,+5.68300000E-08,19.73
1733056114.8456638,+5.60400000E-08,19.73
1733056120.1312153,+5.39700000E-08,19.73
1733056125.4173265,+5.49000000E-08,19.74
1733056130.7030165,+5.45200000E-08,19.73
1733056135.9888413,+5.43600000E-08,19.73
1733056141.2745254,+5.80700000E-08,19.73
1733056146.5603514,+5.36300000E-08,19.74
1733056151.8461986,+5.76100000E-08,19.74
1733056157.131773,+5.40600000E-08,19.74
1733056162.4173493,+5.58500000E-08,19.75
1733056167.703176,+5.48000000E-08,19.75
1733056172.9884915,+5.53000000E-08,19.75
1733056178.2743297,+5.48300000E-08,19.76
1733056183.56003,+5.54000000E-08,19.75
1733056188.8457558,+5.28100000E-08,19.76
1733056194.1311836,+5.47600000E-08,19.77
1733056199.4168837,+5.60000000E-08,19.77
1733056204.7024624,+5.48400000E-08,19.77
1733056209.9882908,+5.28900000E-08,19.77
1733056215.2739985,+5.32200000E-08,19.77
1733056220.559568,+5.61900000E-08,19.77
1733056225.8451495,+5.58300000E-08,19.77
1733056231.130973,+5.60500000E-08,19.77
1733056236.4169278,+5.47800000E-08,19.77
1733056241.7025063,+5.55500000E-08,19.78
1733056246.9882083,+5.53100000E-08,19.78
1733056252.2737956,+5.60700000E-08,19.78
1733056257.5593588,+5.58200000E-08,19.78
1733056262.8451924,+5.62400000E-08,19.78
1733056268.131017,+5.34600000E-08,19.78
1733056273.4165952,+5.41000000E-08,19.79
1733056278.7024782,+5.43600000E-08,19.79
1733056283.9884949,+5.47000000E-08,19.79
1733056289.2746992,+5.54100000E-08,19.8
1733056294.5609002,+5.59000000E-08,19.8
1733056299.846601,+5.43300000E-08,19.8
1733056305.1324346,+5.52000000E-08,19.8
1733056310.4181914,+5.56400000E-08,19.8
1733056315.7038424,+5.63900000E-08,19.8
1733056320.9897976,+5.06500000E-08,19.8
1733056326.2757478,+5.67500000E-08,19.82
1733056331.5620778,+5.58900000E-08,19.83
1733056336.848025,+5.51800000E-08,19.83
1733056342.1338573,+5.64800000E-08,19.84
1733056347.4195564,+5.54200000E-08,19.84
1733056352.705537,+5.88300000E-08,19.84
1733056357.9912133,+5.52100000E-08,19.85
1733056363.2771626,+5.40800000E-08,19.84
1733056368.563365,+5.44500000E-08,19.85
1733056373.8490689,+5.32800000E-08,19.84
1733056379.135274,+5.39100000E-08,19.86
1733056384.421102,+5.52500000E-08,19.86
1733056389.7070544,+5.43200000E-08,19.86
1733056394.9931378,+5.31300000E-08,19.86
1733056400.2793326,+5.70300000E-08,19.86
1733056405.565167,+5.42500000E-08,19.86
1733056410.8509922,+5.37200000E-08,19.87
1733056416.1368215,+5.62500000E-08,19.86
1733056421.422773,+5.52300000E-08,19.86
1733056426.7084787,+5.53900000E-08,19.86
1733056431.994179,+5.50000000E-08,19.87
1733056437.2800074,+5.16400000E-08,19.86
1733056442.5658522,+5.72700000E-08,19.87
1733056447.851914,+5.20300000E-08,19.88
1733056453.1378715,+5.37200000E-08,19.88
1733056458.4239495,+5.58200000E-08,19.87
1733056463.7097754,+5.46200000E-08,19.87
1733056468.9958506,+5.36600000E-08,19.87
1733056474.2818074,+5.21700000E-08,19.88
1733056479.5677617,+5.34900000E-08,19.88
1733056484.8537154,+5.66700000E-08,19.88
1733056490.1394143,+5.43000000E-08,19.88
1733056495.4252393,+5.34500000E-08,19.88
1733056500.7111957,+5.23500000E-08,19.88
1733056505.997022,+5.67000000E-08,19.88
1733056511.2828543,+5.70800000E-08,19.88
1733056516.568561,+5.55900000E-08,19.88
1733056521.854637,+5.53100000E-08,19.89
1733056527.140711,+5.88000000E-08,19.88
1733056532.4265397,+5.42800000E-08,19.88
1733056537.7126205,+5.62700000E-08,19.89
1733056542.9986386,+5.59100000E-08,19.88
1733056548.2845244,+5.18400000E-08,19.88
1733056553.5701673,+5.25300000E-08,19.89
1733056558.8554304,+5.66400000E-08,19.89
1733056564.1406329,+5.49800000E-08,19.89
1733056569.4260113,+5.24400000E-08,19.9
1733056574.711423,+5.53800000E-08,19.9
1733056579.9967425,+5.74800000E-08,19.9
1733056585.2822008,+5.71200000E-08,19.9
1733056590.567655,+5.51700000E-08,19.9
1733056595.853504,+5.38600000E-08,19.91
1733056601.1389344,+5.55000000E-08,19.91
1733056606.4243894,+5.30100000E-08,19.91
1733056611.709844,+5.37300000E-08,19.91
1733056616.9955494,+5.49000000E-08,19.91
1733056622.2810028,+5.36200000E-08,19.91
1733056627.5667014,+5.53100000E-08,19.91
1733056632.8522856,+5.43700000E-08,19.91
1733056638.1379874,+5.30600000E-08,19.92
1733056643.4236927,+5.66800000E-08,19.92
1733056648.7082286,+5.05900000E-08,19.92
1733056653.9946015,+4.87600000E-08,19.94
1733056659.2806046,+5.29300000E-08,19.94
1733056664.5663803,+5.00000000E-08,19.95
1733056669.8519533,+5.24300000E-08,19.95
1733056675.1374128,+5.22700000E-08,19.95
1733056680.4230008,+4.49700000E-08,19.95
1733056685.7088256,+5.22500000E-08,19.96
1733056690.9945204,+5.09900000E-08,19.96
1733056696.280231,+5.23600000E-08,19.96
1733056701.5658212,+5.50100000E-08,19.97
1733056706.8513854,+5.21200000E-08,19.98
1733056712.1368423,+4.89400000E-08,19.98
1733056717.422671,+5.05600000E-08,19.98
1733056722.7083716,+5.12400000E-08,19.98
1733056727.994076,+4.83700000E-08,19.98
1733056733.2799065,+4.90200000E-08,19.98
1733056738.5657516,+5.25600000E-08,19.98
1733056743.8515613,+5.45800000E-08,19.99
1733056749.1377687,+5.03100000E-08,19.98
1733056754.4232194,+5.62200000E-08,19.99
1733056759.7090445,+5.32600000E-08,19.99
1733056764.9950025,+5.49000000E-08,19.99
1733056770.2807055,+5.16300000E-08,19.99
1733056775.5662847,+4.66200000E-08,20.0
1733056780.852236,+5.00100000E-08,20.0
1733056786.1379337,+5.20600000E-08,20.0
1733056791.4236457,+5.21400000E-08,20.0
1733056796.7093573,+5.65200000E-08,20.0
1733056801.995435,+4.96000000E-08,20.0
1733056807.2811399,+5.11700000E-08,20.0
1733056812.5670965,+5.23400000E-08,20.0
1733056817.8530443,+5.05900000E-08,20.02
1733056823.1390004,+5.03500000E-08,20.02
1733056828.4247024,+5.17800000E-08,20.02
1733056833.7101564,+5.00100000E-08,20.02
1733056838.9957373,+4.98400000E-08,20.02
1733056844.28144,+5.71100000E-08,20.03
1733056849.5668926,+4.77000000E-08,20.04
1733056854.8524735,+5.63300000E-08,20.03
1733056860.1379304,+5.12900000E-08,20.03
1733056865.4235084,+5.00700000E-08,20.04
1733056870.709213,+5.14300000E-08,20.04
1733056875.9947953,+5.33800000E-08,20.04
1733056881.280618,+5.20500000E-08,20.04
1733056886.5660768,+4.31000000E-08,20.04
1733056891.8516529,+4.43200000E-08,20.05
1733056897.1376185,+4.94800000E-08,20.05
1733056902.4233172,+4.98100000E-08,20.05
1733056907.7095056,+4.98900000E-08,20.05
1733056912.9950995,+5.02400000E-08,20.05
1733056918.2811778,+5.15800000E-08,20.05
1733056923.5668302,+5.08500000E-08,20.05
1733056928.852838,+4.73600000E-08,20.05
1733056934.138796,+5.13800000E-08,20.06
1733056939.4248703,+5.15700000E-08,20.06
1733056944.7109542,+5.21100000E-08,20.06
1733056949.997033,+5.24300000E-08,20.07
1733056955.2828572,+5.41200000E-08,20.06
1733056960.5689385,+4.98300000E-08,20.06
1733056965.8550215,+5.04900000E-08,20.06
1733056971.14123,+5.36400000E-08,20.06
1733056976.427055,+5.16900000E-08,20.06
1733056981.7132652,+5.15900000E-08,20.08
1733056986.999216,+4.84900000E-08,20.08
1733056992.2851713,+5.14300000E-08,20.08
1733056997.5711255,+5.25000000E-08,20.08
1733057002.8573291,+4.93300000E-08,20.08
1733057008.1429079,+4.85000000E-08,20.09
1733057013.4287372,+5.02000000E-08,20.09
1733057018.7141926,+4.94100000E-08,20.09
1733057024.0003955,+5.21700000E-08,20.09
1733057029.2861614,+5.19100000E-08,20.1
1733057034.5721037,+5.32300000E-08,20.1
1733057039.858007,+5.32800000E-08,20.1
1733057045.144089,+5.01800000E-08,20.1
1733057050.4299178,+5.04200000E-08,20.1
1733057055.7161307,+4.86000000E-08,20.11
1733057061.0022047,+5.12700000E-08,20.11
1733057066.287912,+5.14300000E-08,20.11
1733057071.5738666,+5.20500000E-08,20.12
1733057076.8596995,+5.60500000E-08,20.13
1733057082.146424,+5.34900000E-08,20.13
1733057087.4323947,+5.14500000E-08,20.13
1733057092.718625,+4.30000000E-08,20.13
1733057098.0046,+5.50100000E-08,20.13
1733057103.2905781,+5.14700000E-08,20.14
1733057108.5769258,+4.88700000E-08,20.15
1733057113.863403,+5.50700000E-08,20.16
1733057119.1496222,+5.27900000E-08,20.16
1733057124.4354727,+4.93400000E-08,20.16
1733057129.721568,+5.16800000E-08,20.16
1733057135.0077944,+5.07100000E-08,20.16
1733057140.2940614,+5.24600000E-08,20.16
1733057145.5802393,+5.26100000E-08,20.18
1733057150.866339,+5.26000000E-08,20.18
1733057156.1524348,+5.14000000E-08,20.18
1733057161.4384117,+5.10200000E-08,20.19
1733057166.7247612,+5.36300000E-08,20.19
1733057172.0109842,+5.25400000E-08,20.19
1733057177.2969346,+5.23700000E-08,20.19
1733057182.5829084,+5.20400000E-08,20.2
1733057187.8690224,+5.35600000E-08,20.2
1733057193.1552482,+5.37300000E-08,20.2
1733057198.4415076,+5.32600000E-08,20.2
1733057203.7278192,+5.15400000E-08,20.2
1733057209.0137105,+4.96600000E-08,20.2
1733057214.2991288,+5.21800000E-08,20.2
1733057219.5848522,+4.92800000E-08,20.2
1733057224.870327,+5.21300000E-08,20.2
1733057230.1560228,+5.42400000E-08,20.2
1733057235.4421406,+5.69100000E-08,20.2
1733057240.7277384,+5.13600000E-08,20.2
1733057246.0136058,+5.11100000E-08,20.2
1733057251.2996902,+5.12400000E-08,20.2
1733057256.5855722,+5.17900000E-08,20.2
1733057261.871058,+4.93200000E-08,20.2
1733057267.156721,+5.28500000E-08,20.2
1733057272.4423766,+5.15800000E-08,20.19
1733057277.7285433,+4.91500000E-08,20.18
1733057283.0145133,+5.21900000E-08,20.18
1733057288.3002307,+5.01100000E-08,20.17
1733057293.5862045,+4.95300000E-08,20.17
1733057298.8721688,+4.91100000E-08,20.17
1733057304.1582594,+5.39600000E-08,20.17
1733057309.4443564,+5.52400000E-08,20.17
1733057314.7304485,+5.04600000E-08,20.17
1733057320.0166698,+5.14900000E-08,20.17
1733057325.3023934,+5.16600000E-08,20.17
1733057330.5882385,+5.36200000E-08,20.17
1733057335.8740778,+5.47200000E-08,20.17
1733057341.1599212,+5.22500000E-08,20.17
1733057346.4456491,+5.39100000E-08,20.17
1733057351.7314837,+5.19600000E-08,20.17
1733057357.0173125,+5.31800000E-08,20.17
1733057362.3030522,+5.18800000E-08,20.17
1733057367.5891206,+5.27900000E-08,20.17
1733057372.8750007,+5.32800000E-08,20.17
1733057378.1610847,+4.97700000E-08,20.17
1733057383.4470265,+5.59700000E-08,20.17
1733057388.7331197,+4.41700000E-08,20.17
1733057394.0192368,+5.39500000E-08,20.17
1733057399.3051796,+5.07000000E-08,20.17
1733057404.591045,+4.52200000E-08,20.17
1733057409.8771465,+5.16000000E-08,20.17
1733057415.1632338,+4.95800000E-08,20.18
1733057420.4493227,+5.34600000E-08,20.18
1733057425.735392,+5.21900000E-08,20.17
1733057431.0216455,+4.96900000E-08,20.18
1733057436.307602,+4.87200000E-08,20.17
1733057441.5935726,+5.10700000E-08,20.18
1733057446.8796387,+5.50500000E-08,20.18
1733057452.1661386,+5.88200000E-08,20.18
1733057457.452202,+5.07100000E-08,20.18
1733057462.7386875,+5.39900000E-08,20.18
1733057468.0247638,+4.87500000E-08,20.18
1733057473.3111236,+5.45200000E-08,20.18
1733057478.5969553,+5.60100000E-08,20.18
1733057483.8829272,+5.28800000E-08,20.18
1733057489.1690176,+5.07600000E-08,20.18
1733057494.4548607,+5.04200000E-08,20.18
1733057499.7408273,+5.00700000E-08,20.17
1733057505.0265436,+5.05400000E-08,20.17
1733057510.3125079,+5.43900000E-08,20.18
1733057515.598123,+5.64300000E-08,20.18
1733057520.884443,+5.08600000E-08,20.18
1733057526.170536,+5.15300000E-08,20.18
1733057531.4568782,+5.24700000E-08,20.18
1733057536.7429671,+5.46600000E-08,20.18
1733057542.0291805,+5.04600000E-08,20.18
1733057547.31503,+5.02400000E-08,20.18
1733057552.6013665,+5.28100000E-08,20.18
1733057557.887209,+5.06800000E-08,20.18
1733057563.1731896,+5.03600000E-08,20.19
1733057568.4592643,+5.11800000E-08,20.19
1733057573.7453535,+5.33100000E-08,20.19
1733057579.03119,+5.17100000E-08,20.19
1733057584.3174088,+5.37100000E-08,20.19
1733057589.6036224,+5.33700000E-08,20.19
1733057594.8898416,+4.94800000E-08,20.2
1733057600.1756759,+5.58000000E-08,20.2
1733057605.4619796,+5.44200000E-08,20.2
1733057610.748103,+5.19900000E-08,20.2
1733057616.0343766,+5.07000000E-08,20.2
1733057621.3206637,+5.25400000E-08,20.2
1733057626.6068766,+5.15800000E-08,20.2
1733057631.893096,+5.42300000E-08,20.2
1733057637.1790612,+5.42700000E-08,20.2
1733057642.4650247,+5.17600000E-08,20.21
1733057647.750989,+5.18200000E-08,20.21
1733057653.0370805,+5.38900000E-08,20.22
1733057658.3229182,+5.00700000E-08,20.22
1733057663.6088824,+5.17500000E-08,20.22
1733057668.8950996,+5.28200000E-08,20.22
1733057674.1814358,+5.13500000E-08,20.23
1733057679.4675257,+4.96100000E-08,20.23
1733057684.7536163,+5.61700000E-08,20.22
1733057690.039702,+4.55100000E-08,20.23
1733057695.3257563,+5.42400000E-08,20.23
1733057700.6116297,+5.11500000E-08,20.23
1733057705.8979738,+5.17000000E-08,20.23
1733057711.1840599,+5.41200000E-08,20.23
1733057716.4701414,+5.08800000E-08,20.23
1733057721.7562394,+5.01900000E-08,20.23
